author,traitName,mappedGenes
Lambert JC,Alzheimer's disease (late onset),NDUFAF6
Lambert JC,Alzheimer's disease (late onset),"ECHDC3,USP6NL-AS1"
Lambert JC,Alzheimer's disease (late onset),AP2A2
Lambert JC,Alzheimer's disease (late onset),"ADAMTS20,EEF1A1P17"
Lambert JC,Alzheimer's disease (late onset),"IGHV2-70,IGHV3-71"
Lambert JC,Alzheimer's disease (late onset),SPPL2A
Lambert JC,Alzheimer's disease (late onset),TRIP4
Lambert JC,Alzheimer's disease (late onset),"SCIMP,ZNF594-DT"
Lambert JC,Alzheimer's disease (late onset),-
Bertram L,Alzheimer's disease,"MTCYBP27,RNU6-976P"
Bertram L,Alzheimer's disease,"CD33,SIGLEC22P"
Feulner TM,Alzheimer's disease,TOMM40
Naj AC,Alzheimer's disease (late onset),"BIN1,NIFKP9"
Naj AC,Alzheimer's disease (late onset),MS4A4A
Naj AC,Alzheimer's disease (late onset),CR1
Naj AC,Alzheimer's disease (late onset),CLU
Naj AC,Alzheimer's disease (late onset),"PICALM,RNU6-560P"
Naj AC,Alzheimer's disease (late onset),ABCA7
Naj AC,Alzheimer's disease (late onset),CD2AP
Naj AC,Alzheimer's disease (late onset),"CD33,SIGLEC22P"
Naj AC,Alzheimer's disease (late onset),EPHA1-AS1
Hirano A,Alzheimer's disease (late onset),"LINC00470,AIDAP3"
Hirano A,Alzheimer's disease (late onset),CNTNAP2
Hirano A,Alzheimer's disease (late onset),"LINC02460,SUDS3"
Jansen IE,Alzheimer's disease (late onset),NECTIN2
Jansen IE,Alzheimer's disease (late onset),"BIN1,NIFKP9"
Jansen IE,Alzheimer's disease (late onset),"TSPOAP1-AS1,MIR142HG"
Jansen IE,Alzheimer's disease (late onset),CASS4
Jansen IE,Alzheimer's disease (late onset),"CD2AP-DT,B3GNTL1P2"
Jansen IE,Alzheimer's disease (late onset),"CD33,SIGLEC22P"
Jansen IE,Alzheimer's disease (late onset),CLU
Jansen IE,Alzheimer's disease (late onset),"USP6NL-AS1,ECHDC3"
Jansen IE,Alzheimer's disease (late onset),EPHA1-AS1
Jansen IE,Alzheimer's disease (late onset),HLA-DRB1
Jansen IE,Alzheimer's disease (late onset),"LINC02360,HS3ST1"
Jansen IE,Alzheimer's disease (late onset),INPP5D
Jansen IE,Alzheimer's disease (late onset),MS4A6A
Jansen IE,Alzheimer's disease (late onset),ZNF594-DT
Jansen IE,Alzheimer's disease (late onset),SLC24A4
Jansen IE,Alzheimer's disease (late onset),DSG2
Jansen IE,Alzheimer's disease (late onset),PILRA
Jansen IE,Alzheimer's disease (late onset),CR1
Jansen IE,Alzheimer's disease (late onset),"NIFKP9,BIN1"
Jansen IE,Alzheimer's disease (late onset),INPP5D
Jansen IE,Alzheimer's disease (late onset),"HLA-DRB1,HLA-DQA1"
Jansen IE,Alzheimer's disease (late onset),CD2AP
Jansen IE,Alzheimer's disease (late onset),GPR141
Jansen IE,Alzheimer's disease (late onset),ZCWPW1
Jansen IE,Alzheimer's disease (late onset),EPHA1-AS1
Jansen IE,Alzheimer's disease (late onset),PTK2B
Jansen IE,Alzheimer's disease (late onset),CLU
Jansen IE,Alzheimer's disease (late onset),"MS4A2,LINC02705"
Jansen IE,Alzheimer's disease (late onset),"LINC02695,RNU6-560P"
Jansen IE,Alzheimer's disease (late onset),SORL1
Jansen IE,Alzheimer's disease (late onset),SLC24A4
Jansen IE,Alzheimer's disease (late onset),ABCA7
Jansen IE,Alzheimer's disease (late onset),CASS4
Yashin AI,Alzheimer's disease,TOMM40
Moreno-Grau S,Alzheimer's disease,"NIFKP9,BIN1"
Moreno-Grau S,Alzheimer's disease,"MS4A2,LINC02705"
Moreno-Grau S,Alzheimer's disease,"LINC02695,RNU6-560P"
Moreno-Grau S,Alzheimer's disease,APOE
Moreno-Grau S,Alzheimer's disease,"CD33,SIGLEC22P"
Moreno-Grau S,Alzheimer's disease,ANKRD31
Moreno-Grau S,Alzheimer's disease,SORL1
Moreno-Grau S,Alzheimer's disease,ARL17B
Moreno-Grau S,Alzheimer's disease,CLU
Moreno-Grau S,Alzheimer's disease,"LINC02695,RNU6-560P"
Moreno-Grau S,Alzheimer's disease,"MS4A2,LINC02705"
Moreno-Grau S,Alzheimer's disease,EPHA1-AS1
Moreno-Grau S,Alzheimer's disease,SLC24A4
Moreno-Grau S,Alzheimer's disease,"CD33,SIGLEC22P"
Moreno-Grau S,Alzheimer's disease,MEF2C-AS1
Moreno-Grau S,Alzheimer's disease,ZCWPW1
Moreno-Grau S,Alzheimer's disease,GPR141
Moreno-Grau S,Alzheimer's disease,CELF1
Moreno-Grau S,Alzheimer's disease,"HLA-DRB1,HLA-DQA1"
Moreno-Grau S,Alzheimer's disease,PTK2B
Moreno-Grau S,Alzheimer's disease,CD2AP
Moreno-Grau S,Alzheimer's disease,ABCA7
Moreno-Grau S,Alzheimer's disease,CR1
Moreno-Grau S,Alzheimer's disease,"NIFKP9,BIN1"
Moreno-Grau S,Alzheimer's disease,NDUFAF6
Nazarian A,Alzheimer's disease in hypertension-negative individuals,MIR4432HG
Nazarian A,Alzheimer's disease in hypertension-negative individuals,"HSP90AA4P,LINC02508"
Nazarian A,Alzheimer's disease in hypertension-negative individuals,LINGO2
Nazarian A,Alzheimer's disease in hypertension-negative individuals,"CHST1,MIR7154"
Nazarian A,Alzheimer's disease in hypertension-negative individuals,CATSPERB
Nazarian A,Alzheimer's disease in hypertension-negative individuals,ATP5PF
Nazarian A,Alzheimer's disease in hypertension-negative individuals,APOE
Nazarian A,Alzheimer's disease in hypertension,GRIN2B
Nazarian A,Alzheimer's disease in hypertension,"EZRP1,RAP1BP2"
Nazarian A,Alzheimer's disease in hypertension,"SPTLC1P2,RNU6-1060P"
Nazarian A,Alzheimer's disease in hypertension,"SLC2A13,REDIC1"
Nazarian A,Alzheimer's disease in hypertension,APOE
Moreno-Grau S,Alzheimer's disease,"SCIMP,ZNF594-DT"
Moreno-Grau S,Alzheimer's disease,APOE
Moreno-Grau S,AlzheimerΓÇÖs disease (clinical subgroup AD+),APOE
Moreno-Grau S,AlzheimerΓÇÖs disease (clinical subgroup AD++),APOE
Moreno-Grau S,AlzheimerΓÇÖs disease (clinical subgroup AD+++),APOE
de Rojas I,Alzheimer's disease,PLCG2
de Rojas I,Alzheimer's disease,"RN7SL354P,SPPL2A"
de Rojas I,Alzheimer's disease,"APP-DT,CYYR1-AS1"
de Rojas I,Alzheimer's disease,APP
de Rojas I,Alzheimer's disease,USP50
de Rojas I,Alzheimer's disease,PLEC
de Rojas I,Alzheimer's disease,"MIR572,LINC02498"
de Rojas I,Alzheimer's disease,IL34
de Rojas I,Alzheimer's disease,"IGHG1,IGHEP1"
de Rojas I,Alzheimer's disease,"C17orf107,CHRNE"
de Rojas I,Alzheimer's disease,PLCG2
de Rojas I,Alzheimer's disease,MROH1
de Rojas I,Alzheimer's disease,SPATC1
de Rojas I,Alzheimer's disease,PRKD3
Belloy ME,Alzheimer's disease,"NLGN4X,LINC03070"
Belloy ME,Alzheimer's disease,MID1
Belloy ME,Alzheimer's disease,SLC9A7
Belloy ME,Alzheimer's disease,ZNF280C
Belloy ME,Alzheimer's disease,MAP7D3
Belloy ME,Alzheimer's disease,ADGRG4
Belloy ME,Alzheimer's disease,MTM1
Belloy ME,Alzheimer's disease,SLC9A7
Belloy ME,Alzheimer's disease,MTM1
Belloy ME,Alzheimer's disease,MID1
Belloy ME,Alzheimer's disease,SLC9A7
Wang H,Alzheimer's disease,APOE
Wang H,Alzheimer's disease,APOE
Wang H,Alzheimer's disease,NECTIN2
Wang H,Alzheimer's disease,APOE
Wang H,Alzheimer's disease,NECTIN2
Wang H,Alzheimer's disease,"NECTIN2,BCAM"
Wang H,Alzheimer's disease,NECTIN2
Wang H,Alzheimer's disease,"TOMM40,APOE"
Wang H,Alzheimer's disease,"NIFKP9,BIN1"
Wang H,Alzheimer's disease,MRC1
Wang H,Alzheimer's disease,APOE
Wang H,Alzheimer's disease,"TOMM40,APOE"
Wang H,Alzheimer's disease,APOE
Wang H,Alzheimer's disease,NECTIN2
Wang H,Alzheimer's disease,BCAM
Wang H,Alzheimer's disease,TOMM40
Wang H,Alzheimer's disease,APOC1P1
Wang H,Alzheimer's disease,"NECTIN2,BCAM"
Wang H,Alzheimer's disease,NECTIN2
Wang H,Alzheimer's disease,BCL3
Wang H,Alzheimer's disease,CBLC
Wang H,Alzheimer's disease,"BCAM,NECTIN2"
Wang H,Alzheimer's disease,NECTIN2
Wang H,Alzheimer's disease,"APOC4,APOC4-APOC2"
Wang H,Alzheimer's disease,"BCL3,CEACAM16-AS1"
Wang H,Alzheimer's disease,"MARK4,PPP1R37"
Wang H,Alzheimer's disease,NECTIN2
Koskeridis F,Alzheimer's disease (MTAG),CLPTM1
Koskeridis F,Alzheimer's disease (MTAG),RELB
Koskeridis F,Alzheimer's disease (MTAG),RELB
Koskeridis F,Alzheimer's disease (MTAG),RELB
Koskeridis F,Alzheimer's disease (MTAG),CLASRP
Koskeridis F,Alzheimer's disease (MTAG),GEMIN7-AS1
Koskeridis F,Alzheimer's disease (MTAG),"GEMIN7,GEMIN7-AS1,MARK4"
Koskeridis F,Alzheimer's disease (MTAG),"MARK4,PPP1R37"
Koskeridis F,Alzheimer's disease (MTAG),"NKPD1,MARK4"
Koskeridis F,Alzheimer's disease (MTAG),"BLOC1S3,MARK4"
Koskeridis F,Alzheimer's disease (MTAG),"MARK4,BLOC1S3"
Koskeridis F,Alzheimer's disease (MTAG),"MARK4,BLOC1S3"
Koskeridis F,Alzheimer's disease (MTAG),"EXOC3L2,MARK4"
Koskeridis F,Alzheimer's disease (MTAG),"MARK4,EXOC3L2"
Koskeridis F,Alzheimer's disease (MTAG),CASS4
Koskeridis F,Alzheimer's disease (MTAG),"CEACAM16-AS1,PVR"
Koskeridis F,Alzheimer's disease (MTAG),"CEACAM19,CEACAM16-AS1"
Koskeridis F,Alzheimer's disease (MTAG),CEACAM16-AS1
Koskeridis F,Alzheimer's disease (MTAG),CEACAM16-AS1
Koskeridis F,Alzheimer's disease (MTAG),CEACAM16-AS1
Koskeridis F,Alzheimer's disease (MTAG),CEACAM16-AS1
Koskeridis F,Alzheimer's disease (MTAG),BCL3
Koskeridis F,Alzheimer's disease (MTAG),CBLC
Koskeridis F,Alzheimer's disease (MTAG),BCAM
Koskeridis F,Alzheimer's disease (MTAG),"BCAM,NECTIN2"
Koskeridis F,Alzheimer's disease (MTAG),"BCAM,NECTIN2"
Koskeridis F,Alzheimer's disease (MTAG),"BCAM,NECTIN2"
Koskeridis F,Alzheimer's disease (MTAG),"NECTIN2,BCAM"
Koskeridis F,Alzheimer's disease (MTAG),"BCAM,NECTIN2"
Koskeridis F,Alzheimer's disease (MTAG),NECTIN2
Koskeridis F,Alzheimer's disease (MTAG),NECTIN2
Koskeridis F,Alzheimer's disease (MTAG),NECTIN2
Koskeridis F,Alzheimer's disease (MTAG),TOMM40
Koskeridis F,Alzheimer's disease (MTAG),TOMM40
Koskeridis F,Alzheimer's disease (MTAG),TOMM40
Koskeridis F,Alzheimer's disease (MTAG),TOMM40
Koskeridis F,Alzheimer's disease (MTAG),"APOE,APOC1"
Koskeridis F,Alzheimer's disease (MTAG),APOC1P1
Koskeridis F,Alzheimer's disease (MTAG),CLPTM1
Koskeridis F,Alzheimer's disease (MTAG),CLPTM1
Koskeridis F,Alzheimer's disease (MTAG),ADAMTS4
Koskeridis F,Alzheimer's disease (MTAG),CR1
Koskeridis F,Alzheimer's disease (MTAG),"BIN1,NIFKP9"
Koskeridis F,Alzheimer's disease (MTAG),"LINC02498,MIR572"
Koskeridis F,Alzheimer's disease (MTAG),PILRA
Koskeridis F,Alzheimer's disease (MTAG),EPHA1
Koskeridis F,Alzheimer's disease (MTAG),PTK2B
Koskeridis F,Alzheimer's disease (MTAG),CLU
Koskeridis F,Alzheimer's disease (MTAG),MS4A4A
Koskeridis F,Alzheimer's disease (MTAG),PICALM
Koskeridis F,Alzheimer's disease (MTAG),SORL1
Koskeridis F,Alzheimer's disease (MTAG),SLC24A4
Koskeridis F,Alzheimer's disease (MTAG),ZNF652-AS1
Koskeridis F,Alzheimer's disease (MTAG),"CNN2,ABCA7"
Koskeridis F,Alzheimer's disease (MTAG),CEACAM20
Koskeridis F,Alzheimer's disease (MTAG),CEACAM22P
Koskeridis F,Alzheimer's disease (MTAG),CEACAM22P
Koskeridis F,Alzheimer's disease (MTAG),TOMM40
Koskeridis F,Alzheimer's disease (MTAG),APOE
Koskeridis F,Alzheimer's disease (MTAG),"APOE,APOC1"
Koskeridis F,Alzheimer's disease (MTAG),CLPTM1
Koskeridis F,Alzheimer's disease (MTAG),RELB
Koskeridis F,Alzheimer's disease (MTAG),GEMIN7-AS1
Koskeridis F,Alzheimer's disease (MTAG),"GEMIN7,GEMIN7-AS1,MARK4"
Koskeridis F,Alzheimer's disease (MTAG),"PPP1R37,MARK4"
Koskeridis F,Alzheimer's disease (MTAG),"EXOC3L2,MARK4"
Koskeridis F,Alzheimer's disease (MTAG),CR1
Koskeridis F,Alzheimer's disease (MTAG),"BIN1,NIFKP9"
Koskeridis F,Alzheimer's disease (MTAG),PILRA
Koskeridis F,Alzheimer's disease (MTAG),CLU
Koskeridis F,Alzheimer's disease (MTAG),"RNU6-560P,PICALM"
Koskeridis F,Alzheimer's disease (MTAG),"PVR,CEACAM16-AS1"
Koskeridis F,Alzheimer's disease (MTAG),"CEACAM19,PVR,CEACAM16-AS1"
Koskeridis F,Alzheimer's disease (MTAG),BCL3
Koskeridis F,Alzheimer's disease (MTAG),CBLC
Koskeridis F,Alzheimer's disease (MTAG),BCAM
Koskeridis F,Alzheimer's disease (MTAG),"BCAM,NECTIN2"
Koskeridis F,Alzheimer's disease (MTAG),NECTIN2
Koskeridis F,Alzheimer's disease (MTAG),NECTIN2
Koskeridis F,Alzheimer's disease (MTAG),TOMM40
Koskeridis F,Alzheimer's disease (MTAG),TOMM40
Talyansky S,Alzheimer's disease pathology,"BIN1,NIFKP9"
Talyansky S,Alzheimer's disease pathology,APOE
Shigemizu D,Alzheimer's disease,"SCARB2,FAM47E"
Shigemizu D,Alzheimer's disease,BANK1
Shigemizu D,Alzheimer's disease,"LINC00899,WNT7B"
Shigemizu D,Alzheimer's disease,MTSS2
Shigemizu D,Alzheimer's disease,"CLEC3B,CDCP1"
Shigemizu D,Alzheimer's disease,EFL1
Shigemizu D,Alzheimer's disease,"NALF1,LIG4"
Shigemizu D,Alzheimer's disease,NTM
Shigemizu D,Alzheimer's disease,"OR2W6P,OR2B2"
Shigemizu D,Alzheimer's disease,C1S
Shigemizu D,Alzheimer's disease,TSPAN14
Kunkle BW,Alzheimer's disease,"MTARC2P1,RN7SL553P"
Kunkle BW,Alzheimer's disease,"ALCAM,EZRP1"
Kunkle BW,Alzheimer's disease,GPC6
Kunkle BW,Alzheimer's disease,VRK3
Kunkle BW,Alzheimer's disease,"RN7SL299P,SIPA1L2"
Kunkle BW,Alzheimer's disease,WDR70
Kunkle BW,Alzheimer's disease,HNRNPKP3
Kunkle BW,Alzheimer's disease,"TSKU,ACER3"
Kunkle BW,Alzheimer's disease,"RERGL,PIK3C2G"
Kunkle BW,Alzheimer's disease,"LINC00923,LINC02253"
Kunkle BW,Alzheimer's disease,"LINC02152,RBFOX1"
Kunkle BW,Alzheimer's disease,"HIGD1AP3,SUMO2P6"
Kunkle BW,Alzheimer's disease,ABCA7
Kunkle BW,Alzheimer's disease,"APOC1,APOC1P1"
Kunkle BW,Alzheimer's disease,"ROBO2P1,CICP17"
Mukherjee S,Alzheimer's disease with no specific cognitive domain impairment,"LINC01960,RPSAP24"
Mukherjee S,Alzheimer's disease with no specific cognitive domain impairment,MED12L
Mukherjee S,Alzheimer's disease with no specific cognitive domain impairment,"FTH1P5,TIAL1P1"
Mukherjee S,Alzheimer's disease with no specific cognitive domain impairment,"HTR1E,RN7SL643P"
Mukherjee S,Alzheimer's disease with no specific cognitive domain impairment,"SYPL1,CDHR3"
Mukherjee S,Alzheimer's disease with no specific cognitive domain impairment,DVL2
Mukherjee S,Alzheimer's disease with no specific cognitive domain impairment,"MGME1,OVOL2"
Li L,Alzheimer's disease,APOE
Li L,Alzheimer's disease,TOMM40
Gusareva ES,Alzheimer's disease (SNP x SNP interaction),TLN2 x WWC1
Gusareva ES,Alzheimer's disease (SNP x SNP interaction),WWC1 x TLN2
Hong S,Alzheimer's disease,APOE
Nazarian A,Alzheimer's disease,MAPK7
Nazarian A,Alzheimer's disease,"EPOP,SRCIN1"
Nazarian A,Alzheimer's disease,APOE
Nazarian A,Alzheimer's disease,"EPOP,SRCIN1"
Nazarian A,Alzheimer's disease,APOE
Nazarian A,Alzheimer's disease,TOMM40
Nazarian A,Alzheimer's disease,APOE
Nazarian A,Alzheimer's disease,"RNA5SP489,RPL13AP7"
Nazarian A,Alzheimer's disease,SMIM45
Nazarian A,Alzheimer's disease,BCL3
Nazarian A,Alzheimer's disease,"RPL21P41,KBTBD8"
Nazarian A,Alzheimer's disease,TOMM40
Nazarian A,Alzheimer's disease,"LINC01684,Y_RNA"
Nazarian A,Alzheimer's disease,"APOC1P1,APOC1"
Nazarian A,Alzheimer's disease,TOMM40
Nazarian A,Alzheimer's disease,TOMM40
Nazarian A,Alzheimer's disease,"APOE,APOC1"
Nazarian A,Alzheimer's disease,"APOE,APOC1"
Nazarian A,Alzheimer's disease,TOMM40
Nazarian A,Alzheimer's disease,TOMM40
Nazarian A,Alzheimer's disease,"APOE,APOC1"
Nazarian A,Alzheimer's disease,SFT2D2
Nazarian A,Alzheimer's disease,"LINC02370,LINC02414"
Nazarian A,Alzheimer's disease,"NECTIN2,BCAM"
Nazarian A,Alzheimer's disease,TOMM40
Nazarian A,Alzheimer's disease,"TMCC1-DT,TRH"
Nazarian A,Alzheimer's disease,"NECTIN2,BCAM"
Nazarian A,Alzheimer's disease,"NECTIN2,BCAM"
Nazarian A,Alzheimer's disease,BCL3
Nazarian A,Alzheimer's disease,"MIR155HG,MRPL39"
Nazarian A,Alzheimer's disease,"TRIM56,SERPINE1"
Nazarian A,Alzheimer's disease,STK32B
Nazarian A,Alzheimer's disease,"MIR155HG,MRPL39"
Nazarian A,Alzheimer's disease,"CCDC171,LINC03041"
Nazarian A,Alzheimer's disease,AP2A2
Nazarian A,Alzheimer's disease,NECTIN2
Nazarian A,Alzheimer's disease,"APOE,TOMM40"
Nazarian A,Alzheimer's disease,TOMM40
Nazarian A,Alzheimer's disease,"OR7E109P,DIRAS2"
Nazarian A,Alzheimer's disease,"TOMM40,APOE"
Nazarian A,Alzheimer's disease,APOE
Nazarian A,Alzheimer's disease,TOMM40
Nazarian A,Alzheimer's disease,APOE
Nazarian A,Alzheimer's disease,TOMM40
Nazarian A,Alzheimer's disease,"TOMM40,APOE"
Nazarian A,Alzheimer's disease,NECTIN2
Nazarian A,Alzheimer's disease,"APOE,TOMM40"
Nazarian A,Alzheimer's disease,"DACH2,KLHL4"
Nazarian A,Alzheimer's disease,APOE
Nazarian A,Alzheimer's disease,TOMM40
Nazarian A,Alzheimer's disease,"BCAM,NECTIN2"
Nazarian A,Alzheimer's disease,TOMM40
Nazarian A,Alzheimer's disease,FBXL13
Nazarian A,Alzheimer's disease,ANTXR1
Nazarian A,Alzheimer's disease,APOE
Nazarian A,Alzheimer's disease,TOMM40
Nazarian A,Alzheimer's disease,APOE
Nazarian A,Alzheimer's disease,TOMM40
Nazarian A,Alzheimer's disease,APOE
Nazarian A,Alzheimer's disease,EBLN3P
Nazarian A,Alzheimer's disease,"APOC1,APOC1P1"
Nazarian A,Alzheimer's disease,"APOC1P1,APOC1"
Nazarian A,Alzheimer's disease,LNC-LBCS
Nazarian A,Alzheimer's disease,TOMM40
Nazarian A,Alzheimer's disease,TNXB
Nazarian A,Alzheimer's disease,"APOC1,APOC1P1"
Nazarian A,Alzheimer's disease,TOMM40
Nazarian A,Alzheimer's disease,"APOC1P1,APOC1"
Nazarian A,Alzheimer's disease,"APOC1,APOC1P1"
Nazarian A,Alzheimer's disease,"LHX1-DT,MRM1"
Nazarian A,Alzheimer's disease,"APOE,APOC1"
Nazarian A,Alzheimer's disease,TOMM40
Nazarian A,Alzheimer's disease,LNC-LBCS
Nazarian A,Alzheimer's disease,TOMM40
Nazarian A,Alzheimer's disease,"NECTIN2,BCAM"
Nazarian A,Alzheimer's disease,NECTIN2
Nazarian A,Alzheimer's disease,NECTIN2
Nazarian A,Alzheimer's disease,APOE
Nazarian A,Alzheimer's disease,NECTIN2
Nazarian A,Alzheimer's disease,"TOMM40,APOE"
Nazarian A,Alzheimer's disease,TOMM40
Nazarian A,Alzheimer's disease,TOMM40
Nazarian A,Alzheimer's disease,"APOE,TOMM40"
Nazarian A,Alzheimer's disease,APOE
Nazarian A,Alzheimer's disease,"RNU6-408P,MIR302F"
Nazarian A,Alzheimer's disease,MYO16
Nazarian A,Alzheimer's disease,NECTIN2
Nazarian A,Alzheimer's disease,MAP4K4
Nazarian A,Alzheimer's disease,"APOE,APOC1"
Nazarian A,Alzheimer's disease,NECTIN2
Nazarian A,Alzheimer's disease,"APOE,APOC1"
Lo MT,Alzheimer's disease (onset at age over 80),APOE
Lo MT,Alzheimer's disease (onset at age over 80),APOE
Lo MT,Alzheimer's disease (onset between ages 58 and 79),APOE
Lo MT,Alzheimer's disease (onset between ages 58 and 79),"BCAM,NECTIN2"
Lo MT,Alzheimer's disease (onset between ages 58 and 79),APOE
Lo MT,Alzheimer's disease (onset between ages 58 and 79),"TOMM40,APOE"
Lo MT,Alzheimer's disease (onset between ages 58 and 79),"BCAM,NECTIN2"
Lo MT,Alzheimer's disease (onset between ages 58 and 79),TOMM40
Lo MT,Alzheimer's disease (onset between ages 58 and 79),APOC1P1
Lo MT,Alzheimer's disease (onset between ages 58 and 79),CBLC
Lo MT,Alzheimer's disease (onset between ages 58 and 79),TOMM40
Lo MT,Alzheimer's disease (onset between ages 58 and 79),KIR3DL2
Lo MT,Alzheimer's disease (onset between ages 58 and 79),"BCL3,CEACAM16-AS1"
Lo MT,Alzheimer's disease (onset between ages 58 and 79),"RNU6-560P,LINC02695"
Lo MT,Alzheimer's disease (onset between ages 58 and 79),"BIN1,NIFKP9"
Lo MT,Alzheimer's disease (onset between ages 58 and 79),CR1
Lo MT,Alzheimer's disease (onset between ages 58 and 79),"APOC4,APOC1P1"
Lo MT,Alzheimer's disease (onset between ages 58 and 79),"BIN1,NIFKP9"
Lo MT,Alzheimer's disease (onset between ages 58 and 79),CEACAM16-AS1
Lo MT,Alzheimer's disease (onset between ages 58 and 79),"MARK4,PPP1R37"
Lo MT,Alzheimer's disease (onset between ages 58 and 79),NECTIN2
Lo MT,Alzheimer's disease (onset between ages 58 and 79),NECTIN2
Lo MT,Alzheimer's disease (onset between ages 58 and 79),"MARK4,TRAPPC6A"
Lo MT,Alzheimer's disease (onset between ages 58 and 79),APOC1P1
Lo MT,Alzheimer's disease (onset between ages 58 and 79),NECTIN2
Lo MT,Alzheimer's disease (onset between ages 58 and 79),"APOC1P1,APOC4"
Lo MT,Alzheimer's disease (onset between ages 58 and 79),"NECTIN2,BCAM"
Lo MT,Alzheimer's disease (onset between ages 58 and 79),NECTIN2
Lo MT,Alzheimer's disease (onset between ages 58 and 79),NECTIN2
Lo MT,Alzheimer's disease (onset between ages 58 and 79),APOE
Wang P,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 2),"CYYR1-AS1,CYYR1"
Wang P,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 2),"CLDN17,GRIK1"
Wang P,Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 3),"LINC01682,HMGB1P26"
Wang P,Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 3),TMEM72-AS1
Wang P,Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 3),JHY
Wang P,Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 3),SYT16
Wang P,Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 3),SUZ12P1
Wang P,Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 3),"APOE,APOC1"
Wang P,Rapidly progressive Alzheimer's disease (pathologically-confirmed vs typical) (case-control set 3),"MYOZ2,SYNPO2"
Wang P,Rapidly progressive Alzheimer's disease (pathologically-confirmed vs typical) (case-control set 3),"ZNF184,MCFD2P1"
Wang P,Rapidly progressive Alzheimer's disease (pathologically-confirmed vs typical) (case-control set 3),"OR7E10P,MIR5692A2"
Wang P,Rapidly progressive Alzheimer's disease (pathologically-confirmed vs typical) (case-control set 3),"MTMR2,RPL32P25"
Wang P,Rapidly progressive Alzheimer's disease (typical) (case-control set 3),LINC01647
