author,mappedGenes,traitName
Mez J,ABCA7,Alzheimer's disease (late onset)
Mez J,CD2AP,Alzheimer's disease (late onset)
Mez J,"CD33,SIGLEC22P",Alzheimer's disease (late onset)
Mez J,EPHA1-AS1,Alzheimer's disease (late onset)
Mez J,"LINC00470,AIDAP3",Alzheimer's disease (late onset)
Mez J,CNTNAP2,Alzheimer's disease (late onset)
Mez J,"LINC02460,SUDS3",Alzheimer's disease (late onset)
Mez J,NECTIN2,Alzheimer's disease (late onset)
Mez J,"BIN1,NIFKP9",Alzheimer's disease (late onset)
Mez J,"TSPOAP1-AS1,MIR142HG",Alzheimer's disease (late onset)
Mez J,CASS4,Alzheimer's disease (late onset)
Mez J,"CD2AP-DT,B3GNTL1P2",Alzheimer's disease (late onset)
Mez J,"CD33,SIGLEC22P",Alzheimer's disease (late onset)
Mez J,CLU,Alzheimer's disease (late onset)
Mez J,"USP6NL-AS1,ECHDC3",Alzheimer's disease (late onset)
Mez J,EPHA1-AS1,Alzheimer's disease (late onset)
Mez J,HLA-DRB1,Alzheimer's disease (late onset)
Mez J,"LINC02360,HS3ST1",Alzheimer's disease (late onset)
Mez J,INPP5D,Alzheimer's disease (late onset)
Mez J,MS4A6A,Alzheimer's disease (late onset)
Mez J,ZNF594-DT,Alzheimer's disease (late onset)
Mez J,SLC24A4,Alzheimer's disease (late onset)
Mez J,DSG2,Alzheimer's disease (late onset)
Mez J,PILRA,Alzheimer's disease (late onset)
Mez J,CR1,Alzheimer's disease (late onset)
Mez J,"NIFKP9,BIN1",Alzheimer's disease (late onset)
Mez J,INPP5D,Alzheimer's disease (late onset)
Mez J,"HLA-DRB1,HLA-DQA1",Alzheimer's disease (late onset)
Mez J,CD2AP,Alzheimer's disease (late onset)
Mez J,GPR141,Alzheimer's disease (late onset)
Mez J,ZCWPW1,Alzheimer's disease (late onset)
Mez J,EPHA1-AS1,Alzheimer's disease (late onset)
Mez J,PTK2B,Alzheimer's disease (late onset)
Mez J,CLU,Alzheimer's disease (late onset)
Jansen IE,"MS4A2,LINC02705",Alzheimer's disease (late onset)
Jansen IE,"LINC02695,RNU6-560P",Alzheimer's disease (late onset)
Jansen IE,SORL1,Alzheimer's disease (late onset)
Jansen IE,SLC24A4,Alzheimer's disease (late onset)
Jansen IE,ABCA7,Alzheimer's disease (late onset)
Jansen IE,CASS4,Alzheimer's disease (late onset)
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,"NIFKP9,BIN1",Alzheimer's disease
Jansen IE,"MS4A2,LINC02705",Alzheimer's disease
Jansen IE,"LINC02695,RNU6-560P",Alzheimer's disease
Jansen IE,APOE,Alzheimer's disease
Jansen IE,"CD33,SIGLEC22P",Alzheimer's disease
Jansen IE,ANKRD31,Alzheimer's disease
Jansen IE,SORL1,Alzheimer's disease
Jansen IE,ARL17B,Alzheimer's disease
Jansen IE,CLU,Alzheimer's disease
Jansen IE,"LINC02695,RNU6-560P",Alzheimer's disease
Jansen IE,"MS4A2,LINC02705",Alzheimer's disease
Jansen IE,EPHA1-AS1,Alzheimer's disease
Jansen IE,SLC24A4,Alzheimer's disease
Jansen IE,"CD33,SIGLEC22P",Alzheimer's disease
Jansen IE,MEF2C-AS1,Alzheimer's disease
Jansen IE,ZCWPW1,Alzheimer's disease
Jansen IE,GPR141,Alzheimer's disease
Jansen IE,CELF1,Alzheimer's disease
Jansen IE,"HLA-DRB1,HLA-DQA1",Alzheimer's disease
Jansen IE,PTK2B,Alzheimer's disease
Jansen IE,CD2AP,Alzheimer's disease
Jansen IE,ABCA7,Alzheimer's disease
Jansen IE,CR1,Alzheimer's disease
Jansen IE,"NIFKP9,BIN1",Alzheimer's disease
Jansen IE,NDUFAF6,Alzheimer's disease
Jansen IE,MIR4432HG,Alzheimer's disease in hypertension-negative individuals
Jansen IE,"HSP90AA4P,LINC02508",Alzheimer's disease in hypertension-negative individuals
Jansen IE,LINGO2,Alzheimer's disease in hypertension-negative individuals
Jansen IE,"CHST1,MIR7154",Alzheimer's disease in hypertension-negative individuals
Jansen IE,CATSPERB,Alzheimer's disease in hypertension-negative individuals
Jansen IE,ATP5PF,Alzheimer's disease in hypertension-negative individuals
Jansen IE,APOE,Alzheimer's disease in hypertension-negative individuals
Jansen IE,GRIN2B,Alzheimer's disease in hypertension
Jansen IE,"EZRP1,RAP1BP2",Alzheimer's disease in hypertension
Jansen IE,"SPTLC1P2,RNU6-1060P",Alzheimer's disease in hypertension
Jansen IE,"SLC2A13,REDIC1",Alzheimer's disease in hypertension
Jansen IE,APOE,Alzheimer's disease in hypertension
Jansen IE,"SCIMP,ZNF594-DT",Alzheimer's disease
Jansen IE,APOE,Alzheimer's disease
Jansen IE,APOE,AlzheimerΓÇÖs disease (clinical subgroup AD+)
Jansen IE,APOE,AlzheimerΓÇÖs disease (clinical subgroup AD++)
Jansen IE,APOE,AlzheimerΓÇÖs disease (clinical subgroup AD+++)
Jansen IE,PLCG2,Alzheimer's disease
Jansen IE,"RN7SL354P,SPPL2A",Alzheimer's disease
Jansen IE,"APP-DT,CYYR1-AS1",Alzheimer's disease
Jansen IE,APP,Alzheimer's disease
Jansen IE,USP50,Alzheimer's disease
Jansen IE,PLEC,Alzheimer's disease
Jansen IE,"MIR572,LINC02498",Alzheimer's disease
Jansen IE,IL34,Alzheimer's disease
Jansen IE,"IGHG1,IGHEP1",Alzheimer's disease
Jansen IE,"C17orf107,CHRNE",Alzheimer's disease
Jansen IE,PLCG2,Alzheimer's disease
Jansen IE,MROH1,Alzheimer's disease
Jansen IE,SPATC1,Alzheimer's disease
Jansen IE,PRKD3,Alzheimer's disease
Jansen IE,"NLGN4X,LINC03070",Alzheimer's disease
Jansen IE,MID1,Alzheimer's disease
Jansen IE,SLC9A7,Alzheimer's disease
Jansen IE,ZNF280C,Alzheimer's disease
Jansen IE,MAP7D3,Alzheimer's disease
Jansen IE,ADGRG4,Alzheimer's disease
Jansen IE,MTM1,Alzheimer's disease
Jansen IE,SLC9A7,Alzheimer's disease
Jansen IE,MTM1,Alzheimer's disease
Jansen IE,MID1,Alzheimer's disease
Jansen IE,SLC9A7,Alzheimer's disease
Jansen IE,APOE,Alzheimer's disease
Jansen IE,APOE,Alzheimer's disease
Jansen IE,NECTIN2,Alzheimer's disease
Jansen IE,APOE,Alzheimer's disease
Jansen IE,NECTIN2,Alzheimer's disease
Jansen IE,"NECTIN2,BCAM",Alzheimer's disease
Jansen IE,NECTIN2,Alzheimer's disease
Jansen IE,"TOMM40,APOE",Alzheimer's disease
Jansen IE,"NIFKP9,BIN1",Alzheimer's disease
Jansen IE,MRC1,Alzheimer's disease
Jansen IE,APOE,Alzheimer's disease
Jansen IE,"TOMM40,APOE",Alzheimer's disease
Jansen IE,APOE,Alzheimer's disease
Jansen IE,NECTIN2,Alzheimer's disease
Jansen IE,BCAM,Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,APOC1P1,Alzheimer's disease
Jansen IE,"NECTIN2,BCAM",Alzheimer's disease
Jansen IE,NECTIN2,Alzheimer's disease
Jansen IE,BCL3,Alzheimer's disease
Jansen IE,CBLC,Alzheimer's disease
Jansen IE,"BCAM,NECTIN2",Alzheimer's disease
Jansen IE,NECTIN2,Alzheimer's disease
Jansen IE,"APOC4,APOC4-APOC2",Alzheimer's disease
Jansen IE,"BCL3,CEACAM16-AS1",Alzheimer's disease
Jansen IE,"MARK4,PPP1R37",Alzheimer's disease
Jansen IE,NECTIN2,Alzheimer's disease
Jansen IE,CLPTM1,Alzheimer's disease (MTAG)
Jansen IE,RELB,Alzheimer's disease (MTAG)
Jansen IE,RELB,Alzheimer's disease (MTAG)
Jansen IE,RELB,Alzheimer's disease (MTAG)
Jansen IE,CLASRP,Alzheimer's disease (MTAG)
Jansen IE,GEMIN7-AS1,Alzheimer's disease (MTAG)
Jansen IE,"GEMIN7,GEMIN7-AS1,MARK4",Alzheimer's disease (MTAG)
Jansen IE,"MARK4,PPP1R37",Alzheimer's disease (MTAG)
Jansen IE,"NKPD1,MARK4",Alzheimer's disease (MTAG)
Jansen IE,"BLOC1S3,MARK4",Alzheimer's disease (MTAG)
Jansen IE,"MARK4,BLOC1S3",Alzheimer's disease (MTAG)
Jansen IE,"MARK4,BLOC1S3",Alzheimer's disease (MTAG)
Jansen IE,"EXOC3L2,MARK4",Alzheimer's disease (MTAG)
Jansen IE,"MARK4,EXOC3L2",Alzheimer's disease (MTAG)
Jansen IE,CASS4,Alzheimer's disease (MTAG)
Jansen IE,"CEACAM16-AS1,PVR",Alzheimer's disease (MTAG)
Jansen IE,"CEACAM19,CEACAM16-AS1",Alzheimer's disease (MTAG)
Jansen IE,CEACAM16-AS1,Alzheimer's disease (MTAG)
Jansen IE,CEACAM16-AS1,Alzheimer's disease (MTAG)
Jansen IE,CEACAM16-AS1,Alzheimer's disease (MTAG)
Jansen IE,CEACAM16-AS1,Alzheimer's disease (MTAG)
Jansen IE,BCL3,Alzheimer's disease (MTAG)
Jansen IE,CBLC,Alzheimer's disease (MTAG)
Jansen IE,BCAM,Alzheimer's disease (MTAG)
Jansen IE,"BCAM,NECTIN2",Alzheimer's disease (MTAG)
Jansen IE,"BCAM,NECTIN2",Alzheimer's disease (MTAG)
Jansen IE,"BCAM,NECTIN2",Alzheimer's disease (MTAG)
Jansen IE,"NECTIN2,BCAM",Alzheimer's disease (MTAG)
Jansen IE,"BCAM,NECTIN2",Alzheimer's disease (MTAG)
Jansen IE,NECTIN2,Alzheimer's disease (MTAG)
Jansen IE,NECTIN2,Alzheimer's disease (MTAG)
Jansen IE,NECTIN2,Alzheimer's disease (MTAG)
Jansen IE,TOMM40,Alzheimer's disease (MTAG)
Jansen IE,TOMM40,Alzheimer's disease (MTAG)
Jansen IE,TOMM40,Alzheimer's disease (MTAG)
Jansen IE,TOMM40,Alzheimer's disease (MTAG)
Jansen IE,"APOE,APOC1",Alzheimer's disease (MTAG)
Jansen IE,APOC1P1,Alzheimer's disease (MTAG)
Jansen IE,CLPTM1,Alzheimer's disease (MTAG)
Jansen IE,CLPTM1,Alzheimer's disease (MTAG)
Jansen IE,ADAMTS4,Alzheimer's disease (MTAG)
Jansen IE,CR1,Alzheimer's disease (MTAG)
Jansen IE,"BIN1,NIFKP9",Alzheimer's disease (MTAG)
Jansen IE,"LINC02498,MIR572",Alzheimer's disease (MTAG)
Jansen IE,PILRA,Alzheimer's disease (MTAG)
Jansen IE,EPHA1,Alzheimer's disease (MTAG)
Jansen IE,PTK2B,Alzheimer's disease (MTAG)
Jansen IE,CLU,Alzheimer's disease (MTAG)
Jansen IE,MS4A4A,Alzheimer's disease (MTAG)
Jansen IE,PICALM,Alzheimer's disease (MTAG)
Jansen IE,SORL1,Alzheimer's disease (MTAG)
Jansen IE,SLC24A4,Alzheimer's disease (MTAG)
Jansen IE,ZNF652-AS1,Alzheimer's disease (MTAG)
Jansen IE,"CNN2,ABCA7",Alzheimer's disease (MTAG)
Jansen IE,CEACAM20,Alzheimer's disease (MTAG)
Jansen IE,CEACAM22P,Alzheimer's disease (MTAG)
Jansen IE,CEACAM22P,Alzheimer's disease (MTAG)
Jansen IE,TOMM40,Alzheimer's disease (MTAG)
Jansen IE,APOE,Alzheimer's disease (MTAG)
Jansen IE,"APOE,APOC1",Alzheimer's disease (MTAG)
Jansen IE,CLPTM1,Alzheimer's disease (MTAG)
Jansen IE,RELB,Alzheimer's disease (MTAG)
Jansen IE,GEMIN7-AS1,Alzheimer's disease (MTAG)
Jansen IE,"GEMIN7,GEMIN7-AS1,MARK4",Alzheimer's disease (MTAG)
Jansen IE,"PPP1R37,MARK4",Alzheimer's disease (MTAG)
Jansen IE,"EXOC3L2,MARK4",Alzheimer's disease (MTAG)
Jansen IE,CR1,Alzheimer's disease (MTAG)
Jansen IE,"BIN1,NIFKP9",Alzheimer's disease (MTAG)
Jansen IE,PILRA,Alzheimer's disease (MTAG)
Jansen IE,CLU,Alzheimer's disease (MTAG)
Jansen IE,"RNU6-560P,PICALM",Alzheimer's disease (MTAG)
Jansen IE,"PVR,CEACAM16-AS1",Alzheimer's disease (MTAG)
Jansen IE,"CEACAM19,PVR,CEACAM16-AS1",Alzheimer's disease (MTAG)
Jansen IE,BCL3,Alzheimer's disease (MTAG)
Jansen IE,CBLC,Alzheimer's disease (MTAG)
Jansen IE,BCAM,Alzheimer's disease (MTAG)
Jansen IE,"BCAM,NECTIN2",Alzheimer's disease (MTAG)
Jansen IE,NECTIN2,Alzheimer's disease (MTAG)
Jansen IE,NECTIN2,Alzheimer's disease (MTAG)
Jansen IE,TOMM40,Alzheimer's disease (MTAG)
Jansen IE,TOMM40,Alzheimer's disease (MTAG)
Jansen IE,"BIN1,NIFKP9",Alzheimer's disease pathology
Jansen IE,APOE,Alzheimer's disease pathology
Jansen IE,"SCARB2,FAM47E",Alzheimer's disease
Jansen IE,BANK1,Alzheimer's disease
Jansen IE,"LINC00899,WNT7B",Alzheimer's disease
Jansen IE,MTSS2,Alzheimer's disease
Jansen IE,"CLEC3B,CDCP1",Alzheimer's disease
Jansen IE,EFL1,Alzheimer's disease
Jansen IE,"NALF1,LIG4",Alzheimer's disease
Jansen IE,NTM,Alzheimer's disease
Jansen IE,"OR2W6P,OR2B2",Alzheimer's disease
Jansen IE,C1S,Alzheimer's disease
Jansen IE,TSPAN14,Alzheimer's disease
Jansen IE,"MTARC2P1,RN7SL553P",Alzheimer's disease
Jansen IE,"ALCAM,EZRP1",Alzheimer's disease
Jansen IE,GPC6,Alzheimer's disease
Jansen IE,VRK3,Alzheimer's disease
Jansen IE,"RN7SL299P,SIPA1L2",Alzheimer's disease
Jansen IE,WDR70,Alzheimer's disease
Jansen IE,HNRNPKP3,Alzheimer's disease
Jansen IE,"TSKU,ACER3",Alzheimer's disease
Jansen IE,"RERGL,PIK3C2G",Alzheimer's disease
Jansen IE,"LINC00923,LINC02253",Alzheimer's disease
Jansen IE,"LINC02152,RBFOX1",Alzheimer's disease
Jansen IE,"HIGD1AP3,SUMO2P6",Alzheimer's disease
Jansen IE,ABCA7,Alzheimer's disease
Jansen IE,"APOC1,APOC1P1",Alzheimer's disease
Jansen IE,"ROBO2P1,CICP17",Alzheimer's disease
Jansen IE,"LINC01960,RPSAP24",Alzheimer's disease with no specific cognitive domain impairment
Jansen IE,MED12L,Alzheimer's disease with no specific cognitive domain impairment
Jansen IE,"FTH1P5,TIAL1P1",Alzheimer's disease with no specific cognitive domain impairment
Jansen IE,"HTR1E,RN7SL643P",Alzheimer's disease with no specific cognitive domain impairment
Jansen IE,"SYPL1,CDHR3",Alzheimer's disease with no specific cognitive domain impairment
Jansen IE,DVL2,Alzheimer's disease with no specific cognitive domain impairment
Jansen IE,"MGME1,OVOL2",Alzheimer's disease with no specific cognitive domain impairment
Jansen IE,APOE,Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,TLN2 x WWC1,Alzheimer's disease (SNP x SNP interaction)
Jansen IE,WWC1 x TLN2,Alzheimer's disease (SNP x SNP interaction)
Jansen IE,APOE,Alzheimer's disease
Jansen IE,MAPK7,Alzheimer's disease
Jansen IE,"EPOP,SRCIN1",Alzheimer's disease
Jansen IE,APOE,Alzheimer's disease
Jansen IE,"EPOP,SRCIN1",Alzheimer's disease
Jansen IE,APOE,Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,APOE,Alzheimer's disease
Jansen IE,"RNA5SP489,RPL13AP7",Alzheimer's disease
Jansen IE,SMIM45,Alzheimer's disease
Jansen IE,BCL3,Alzheimer's disease
Jansen IE,"RPL21P41,KBTBD8",Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,"LINC01684,Y_RNA",Alzheimer's disease
Jansen IE,"APOC1P1,APOC1",Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,"APOE,APOC1",Alzheimer's disease
Jansen IE,"APOE,APOC1",Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,"APOE,APOC1",Alzheimer's disease
Jansen IE,SFT2D2,Alzheimer's disease
Jansen IE,"LINC02370,LINC02414",Alzheimer's disease
Jansen IE,"NECTIN2,BCAM",Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,"TMCC1-DT,TRH",Alzheimer's disease
Jansen IE,"NECTIN2,BCAM",Alzheimer's disease
Jansen IE,"NECTIN2,BCAM",Alzheimer's disease
Jansen IE,BCL3,Alzheimer's disease
Jansen IE,"MIR155HG,MRPL39",Alzheimer's disease
Jansen IE,"TRIM56,SERPINE1",Alzheimer's disease
Jansen IE,STK32B,Alzheimer's disease
Jansen IE,"MIR155HG,MRPL39",Alzheimer's disease
Jansen IE,"CCDC171,LINC03041",Alzheimer's disease
Jansen IE,AP2A2,Alzheimer's disease
Jansen IE,NECTIN2,Alzheimer's disease
Jansen IE,"APOE,TOMM40",Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,"OR7E109P,DIRAS2",Alzheimer's disease
Jansen IE,"TOMM40,APOE",Alzheimer's disease
Jansen IE,APOE,Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,APOE,Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,"TOMM40,APOE",Alzheimer's disease
Jansen IE,NECTIN2,Alzheimer's disease
Jansen IE,"APOE,TOMM40",Alzheimer's disease
Jansen IE,"DACH2,KLHL4",Alzheimer's disease
Jansen IE,APOE,Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,"BCAM,NECTIN2",Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,FBXL13,Alzheimer's disease
Jansen IE,ANTXR1,Alzheimer's disease
Jansen IE,APOE,Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,APOE,Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,APOE,Alzheimer's disease
Jansen IE,EBLN3P,Alzheimer's disease
Jansen IE,"APOC1,APOC1P1",Alzheimer's disease
Jansen IE,"APOC1P1,APOC1",Alzheimer's disease
Jansen IE,LNC-LBCS,Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,TNXB,Alzheimer's disease
Jansen IE,"APOC1,APOC1P1",Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,"APOC1P1,APOC1",Alzheimer's disease
Jansen IE,"APOC1,APOC1P1",Alzheimer's disease
Jansen IE,"LHX1-DT,MRM1",Alzheimer's disease
Jansen IE,"APOE,APOC1",Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,LNC-LBCS,Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,"NECTIN2,BCAM",Alzheimer's disease
Jansen IE,NECTIN2,Alzheimer's disease
Jansen IE,NECTIN2,Alzheimer's disease
Jansen IE,APOE,Alzheimer's disease
Jansen IE,NECTIN2,Alzheimer's disease
Jansen IE,"TOMM40,APOE",Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,TOMM40,Alzheimer's disease
Jansen IE,"APOE,TOMM40",Alzheimer's disease
Jansen IE,APOE,Alzheimer's disease
Jansen IE,"RNU6-408P,MIR302F",Alzheimer's disease
Jansen IE,MYO16,Alzheimer's disease
Jansen IE,NECTIN2,Alzheimer's disease
Jansen IE,MAP4K4,Alzheimer's disease
Jansen IE,"APOE,APOC1",Alzheimer's disease
Jansen IE,NECTIN2,Alzheimer's disease
Jansen IE,"APOE,APOC1",Alzheimer's disease
Jansen IE,APOE,Alzheimer's disease (onset at age over 80)
Jansen IE,APOE,Alzheimer's disease (onset at age over 80)
Jansen IE,APOE,Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,"BCAM,NECTIN2",Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,APOE,Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,"TOMM40,APOE",Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,"BCAM,NECTIN2",Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,TOMM40,Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,APOC1P1,Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,CBLC,Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,TOMM40,Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,KIR3DL2,Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,"BCL3,CEACAM16-AS1",Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,"RNU6-560P,LINC02695",Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,"BIN1,NIFKP9",Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,CR1,Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,"APOC4,APOC1P1",Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,"BIN1,NIFKP9",Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,CEACAM16-AS1,Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,"MARK4,PPP1R37",Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,NECTIN2,Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,NECTIN2,Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,"MARK4,TRAPPC6A",Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,APOC1P1,Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,NECTIN2,Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,"APOC1P1,APOC4",Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,"NECTIN2,BCAM",Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,NECTIN2,Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,NECTIN2,Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,APOE,Alzheimer's disease (onset between ages 58 and 79)
Jansen IE,"CYYR1-AS1,CYYR1",Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 2)
Jansen IE,"CLDN17,GRIK1",Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 2)
Jansen IE,"LINC01682,HMGB1P26",Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 3)
Jansen IE,TMEM72-AS1,Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 3)
Jansen IE,JHY,Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 3)
Jansen IE,SYT16,Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 3)
Jansen IE,SUZ12P1,Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 3)
Jansen IE,"APOE,APOC1",Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 3)
Jansen IE,"MYOZ2,SYNPO2",Rapidly progressive Alzheimer's disease (pathologically-confirmed vs typical) (case-control set 3)
Jansen IE,"ZNF184,MCFD2P1",Rapidly progressive Alzheimer's disease (pathologically-confirmed vs typical) (case-control set 3)
Jansen IE,"OR7E10P,MIR5692A2",Rapidly progressive Alzheimer's disease (pathologically-confirmed vs typical) (case-control set 3)
Jansen IE,"MTMR2,RPL32P25",Rapidly progressive Alzheimer's disease (pathologically-confirmed vs typical) (case-control set 3)
Jansen IE,LINC01647,Rapidly progressive Alzheimer's disease (typical) (case-control set 3)
Jansen IE,ZFYVE28,Rapidly progressive Alzheimer's disease (typical) (case-control set 3)
Jansen IE,"JADRR,LINC02615",Rapidly progressive Alzheimer's disease (typical) (case-control set 3)
Jansen IE,"NIHCOLE,NUDT12",Rapidly progressive Alzheimer's disease (typical) (case-control set 3)
Jansen IE,"TENM2-AS1,WWC1",Rapidly progressive Alzheimer's disease (typical) (case-control set 3)
Jansen IE,"EEF1A1P27,ITGB8",Rapidly progressive Alzheimer's disease (typical) (case-control set 3)
Jansen IE,"CYP4F44P,HSPA8P13",Rapidly progressive Alzheimer's disease (typical) (case-control set 3)
Jansen IE,DEPTOR,Rapidly progressive Alzheimer's disease (typical) (case-control set 3)
Jansen IE,LCP1,Rapidly progressive Alzheimer's disease (typical) (case-control set 3)
Jansen IE,APOE,Rapidly progressive Alzheimer's disease (typical) (case-control set 3)
Jansen IE,LINC02790,Rapidly progressive Alzheimer's disease (clinical) (case-control set 3)
Jansen IE,MECOM,Rapidly progressive Alzheimer's disease (clinical) (case-control set 3)
Jansen IE,"RAI14-DT,GUSBP18",Rapidly progressive Alzheimer's disease (clinical) (case-control set 3)
Jansen IE,LCP1,Rapidly progressive Alzheimer's disease (typical) (case-control set 2)
Jansen IE,CMTM5,Rapidly progressive Alzheimer's disease (typical) (case-control set 2)
Jansen IE,APOE,Rapidly progressive Alzheimer's disease (typical) (case-control set 2)
Jansen IE,OPA3,Rapidly progressive Alzheimer's disease (typical) (case-control set 2)
Jansen IE,CNN3-DT,Rapidly progressive Alzheimer's disease (clinical) (case-control set 2)
